rank,host,core,stage,count,sum_us,max_us,start_us,end_us,aux0,aux1,aux2,aux3
0,rank0,0,kernel_total,1,6.677,6.677,102.051,108.72799682617188,0,0,0,0
0,rank0,0,pack_total,1,5.579,5.579,102.146,107.72500610351562,0,0,0,0
0,rank0,0,pack_input_wait,4,0.089,0.023,102.449,105.87600708007812,40960,0,0,0
0,rank0,0,pack_quantize,4,1.258,0.335,102.55,106.28302001953125,20480,44,0,0
0,rank0,0,pack_tx_publish,4,0.74,0.245,103.986,107.33599853515625,0,4,4,256
0,rank0,0,receive_total,1,0.557,0.557,107.93,108.48699951171875,0,0,0,0
0,rank0,0,start_gate,1,100.066,100.066,1.884,101.95001220703125,0,0,0,0
0,rank0,0,pack_tx_data_submit,4,0.084,0.021,102.986,106.44000244140625,22528,0,0,0
0,rank0,0,pack_first_tx_ready,1,2.199,2.199,102.159,104.35800170898438,0,0,0,0
0,rank0,0,pack_mte3_exposed_wait,4,0.01,0.003,103.893,106.97500610351562,22528,0,0,0
0,rank0,1,kernel_total,1,29.822,29.822,101.847,131.66900634765625,0,0,0,0
0,rank0,1,pack_total,1,6.898,6.898,101.942,108.84002685546875,0,0,0,0
0,rank0,1,pack_input_wait,5,0.113,0.023,102.313,106.875,51200,0,0,0
0,rank0,1,pack_quantize,5,1.563,0.346,102.407,107.301025390625,25600,55,0,0
0,rank0,1,pack_tx_publish,5,0.995,0.249,103.824,108.5150146484375,0,5,5,320
0,rank0,1,receive_total,1,22.45,22.45,109.046,131.49600219726562,0,0,0,0
0,rank0,1,rx_flag_poll_wait,1,17.736,17.736,109.465,127.20101928710938,16,40,34,440
0,rank0,1,rx_unpack_wait,6,0.864,0.312,127.494,130.32400512695312,31680,0,0,0
0,rank0,1,rx_unpack_dequant_clear,7,0.651,0.172,127.878,130.72000122070312,30720,66,0,0
0,rank0,1,rx_output,1,0.331,0.331,130.824,131.15499877929688,10240,0,0,0
0,rank0,1,start_gate,1,100.712,100.712,1.034,101.74600219726562,0,0,0,0
0,rank0,1,pack_tx_data_submit,5,0.105,0.021,102.849,107.4520263671875,28160,0,0,0
0,rank0,1,pack_first_tx_ready,1,2.237,2.237,101.955,104.1920166015625,4,0,0,0
0,rank0,1,pack_mte3_exposed_wait,5,0.01,0.003,103.734,108.10800170898438,28160,0,0,0
0,rank0,2,kernel_total,1,31.046,31.046,102.081,133.12701416015625,0,0,0,0
0,rank0,2,pack_total,1,5.627,5.627,102.175,107.802001953125,0,0,0,0
0,rank0,2,pack_input_wait,4,0.089,0.023,102.479,105.760009765625,40960,0,0,0
0,rank0,2,pack_quantize,4,1.233,0.32,102.58,106.16302490234375,20480,44,0,0
0,rank0,2,pack_tx_publish,4,0.749,0.252,103.988,107.43600463867188,0,4,4,256
0,rank0,2,receive_total,1,24.956,24.956,108.007,132.9630126953125,0,0,0,0
0,rank0,2,rx_flag_poll_wait,1,19.94,19.94,108.413,128.35299682617188,21,45,39,495
0,rank0,2,rx_unpack_wait,6,0.969,0.345,128.627,131.62899780273438,31680,0,0,0
0,rank0,2,rx_unpack_dequant_clear,7,0.645,0.163,129.138,132.0150146484375,30720,66,0,0
0,rank0,2,rx_output,1,0.347,0.347,132.116,132.4630126953125,10240,0,0,0
0,rank0,2,start_gate,1,101.928,101.928,0.046,101.9739990234375,0,0,0,0
0,rank0,2,pack_tx_data_submit,4,0.082,0.021,103.001,106.322998046875,22528,0,0,0
0,rank0,2,pack_first_tx_ready,1,2.184,2.184,102.188,104.37200927734375,9,0,0,0
0,rank0,2,pack_mte3_exposed_wait,4,0.009,0.004,103.898,106.9940185546875,22528,0,0,0
0,rank0,3,kernel_total,1,30.785,30.785,102.441,133.22601318359375,0,0,0,0
0,rank0,3,pack_total,1,6.729,6.729,102.536,109.2650146484375,0,0,0,0
0,rank0,3,pack_input_wait,5,0.112,0.023,102.84,107.32501220703125,51200,0,0,0
0,rank0,3,pack_quantize,5,1.546,0.334,102.94,107.74301147460938,25600,55,0,0
0,rank0,3,pack_tx_publish,5,0.97,0.215,104.37,108.9630126953125,0,5,5,320
0,rank0,3,receive_total,1,23.612,23.612,109.449,133.06100463867188,0,0,0,0
0,rank0,3,rx_flag_poll_wait,1,18.72,18.72,109.825,128.54501342773438,16,45,39,495
0,rank0,3,rx_unpack_wait,6,0.883,0.316,128.828,131.7490234375,31680,0,0,0
0,rank0,3,rx_unpack_dequant_clear,7,0.649,0.17,129.306,132.14300537109375,30720,66,0,0
0,rank0,3,rx_output,1,0.341,0.341,132.247,132.5880126953125,10240,0,0,0
0,rank0,3,start_gate,1,101.757,101.757,0.583,102.34002685546875,0,0,0,0
0,rank0,3,pack_tx_data_submit,5,0.102,0.021,103.37,107.89700317382812,28160,0,0,0
0,rank0,3,pack_first_tx_ready,1,2.163,2.163,102.549,104.71200561523438,13,0,0,0
0,rank0,3,pack_mte3_exposed_wait,5,0.011,0.003,104.284,108.51602172851562,28160,0,0,0
0,rank0,4,kernel_total,1,6.949,6.949,101.748,108.697021484375,0,0,0,0
0,rank0,4,pack_total,1,5.776,5.776,101.842,107.61801147460938,0,0,0,0
0,rank0,4,pack_input_wait,4,0.089,0.023,102.149,105.551025390625,40960,0,0,0
0,rank0,4,pack_quantize,4,1.261,0.333,102.248,105.96600341796875,20480,44,0,0
0,rank0,4,pack_tx_publish,4,0.722,0.233,103.667,107.11199951171875,0,4,4,256
0,rank0,4,receive_total,1,0.581,0.581,107.823,108.40402221679688,0,0,0,0
0,rank0,4,start_gate,1,100.069,100.069,1.577,101.64602661132812,0,0,0,0
0,rank0,4,pack_tx_data_submit,4,0.081,0.021,102.674,106.12301635742188,22528,0,0,0
0,rank0,4,pack_first_tx_ready,1,2.172,2.172,101.855,104.02700805664062,18,0,0,0
0,rank0,4,pack_mte3_exposed_wait,4,0.008,0.003,103.577,106.656005859375,22528,0,0,0
0,rank0,5,kernel_total,1,26.352,26.352,102.155,128.50701904296875,0,0,0,0
0,rank0,5,pack_total,1,6.778,6.778,102.25,109.02801513671875,0,0,0,0
0,rank0,5,pack_input_wait,5,0.113,0.023,102.555,107.10501098632812,51200,0,0,0
0,rank0,5,pack_quantize,5,1.548,0.332,102.654,107.52001953125,25600,55,0,0
0,rank0,5,pack_tx_publish,5,0.969,0.24,104.081,108.67901611328125,0,5,5,320
0,rank0,5,receive_total,1,19.092,19.092,109.237,128.32901000976562,0,0,0,0
0,rank0,5,rx_flag_poll_wait,1,14.283,14.283,109.632,123.91500854492188,8,35,29,385
0,rank0,5,rx_unpack_wait,6,1.025,0.324,124.196,127.17300415039062,31680,0,0,0
0,rank0,5,rx_unpack_dequant_clear,7,0.647,0.166,124.592,127.56802368164062,30720,66,0,0
0,rank0,5,rx_output,1,0.331,0.331,127.664,127.99502563476562,10240,0,0,0
0,rank0,5,start_gate,1,100.783,100.783,1.271,102.05401611328125,0,0,0,0
0,rank0,5,pack_tx_data_submit,5,0.103,0.021,103.086,107.67001342773438,28160,0,0,0
0,rank0,5,pack_first_tx_ready,1,2.181,2.181,102.263,104.44400024414062,22,0,0,0
0,rank0,5,pack_mte3_exposed_wait,5,0.01,0.003,103.991,108.31600952148438,28160,0,0,0
0,rank0,6,kernel_total,1,29.052,29.052,102.185,131.23699951171875,0,0,0,0
0,rank0,6,pack_total,1,6.599,6.599,102.279,108.87802124023438,0,0,0,0
0,rank0,6,pack_input_wait,5,0.111,0.023,102.58,107.051025390625,51200,0,0,0
0,rank0,6,pack_quantize,5,1.542,0.321,102.674,107.47799682617188,25600,55,0,0
0,rank0,6,pack_tx_publish,5,0.775,0.221,104.081,108.54000854492188,0,5,5,320
0,rank0,6,receive_total,1,21.986,21.986,109.082,131.06802368164062,0,0,0,0
0,rank0,6,rx_flag_poll_wait,1,16.892,16.892,109.496,126.38800048828125,14,40,34,440
0,rank0,6,rx_unpack_wait,6,1.092,0.324,126.71,129.74099731445312,31680,0,0,0
0,rank0,6,rx_unpack_dequant_clear,7,0.643,0.163,127.106,130.13601684570312,30720,66,0,0
0,rank0,6,rx_output,1,0.363,0.363,130.24,130.60299682617188,10240,0,0,0
0,rank0,6,start_gate,1,100.765,100.765,1.315,102.08001708984375,0,0,0,0
0,rank0,6,pack_tx_data_submit,5,0.104,0.021,103.096,107.63201904296875,28160,0,0,0
0,rank0,6,pack_first_tx_ready,1,2.138,2.138,102.292,104.43002319335938,27,0,0,0
0,rank0,6,pack_mte3_exposed_wait,5,0.012,0.004,104.0,108.1500244140625,28160,0,0,0
0,rank0,7,kernel_total,1,29.073,29.073,102.287,131.36001586914062,0,0,0,0
0,rank0,7,pack_total,1,5.455,5.455,102.381,107.83599853515625,0,0,0,0
0,rank0,7,pack_input_wait,4,0.091,0.023,102.685,106.03302001953125,40960,0,0,0
0,rank0,7,pack_quantize,4,1.249,0.34,102.779,106.44400024414062,20480,44,0,0
0,rank0,7,pack_tx_publish,4,0.663,0.224,104.208,107.47100830078125,0,4,4,256
0,rank0,7,receive_total,1,23.121,23.121,108.049,131.17001342773438,0,0,0,0
0,rank0,7,rx_flag_poll_wait,1,18.237,18.237,108.446,126.68301391601562,10,45,39,495
0,rank0,7,rx_unpack_wait,6,0.922,0.325,126.969,129.92300415039062,31680,0,0,0
0,rank0,7,rx_unpack_dequant_clear,7,0.651,0.173,127.451,130.31201171875,30720,66,0,0
0,rank0,7,rx_output,1,0.341,0.341,130.409,130.75,10240,0,0,0
0,rank0,7,start_gate,1,100.832,100.832,1.35,102.1820068359375,0,0,0,0
0,rank0,7,pack_tx_data_submit,4,0.081,0.021,103.218,106.60101318359375,22528,0,0,0
0,rank0,7,pack_first_tx_ready,1,2.156,2.156,102.394,104.55001831054688,32,0,0,0
0,rank0,7,pack_mte3_exposed_wait,4,0.008,0.003,104.127,107.12301635742188,22528,0,0,0
0,rank0,8,kernel_total,1,7.662,7.662,102.337,109.9990234375,0,0,0,0
0,rank0,8,pack_total,1,6.633,6.633,102.432,109.06500244140625,0,0,0,0
0,rank0,8,pack_input_wait,5,0.112,0.023,102.736,107.17501831054688,51200,0,0,0
0,rank0,8,pack_quantize,5,1.557,0.328,102.83,107.60000610351562,25600,55,0,0
0,rank0,8,pack_tx_publish,5,0.799,0.201,104.232,108.70501708984375,0,5,5,320
0,rank0,8,receive_total,1,0.542,0.542,109.272,109.81402587890625,0,0,0,0
0,rank0,8,start_gate,1,101.376,101.376,0.86,102.23602294921875,0,0,0,0
0,rank0,8,pack_tx_data_submit,5,0.104,0.021,103.253,107.75,28160,0,0,0
0,rank0,8,pack_first_tx_ready,1,2.114,2.114,102.445,104.55902099609375,36,0,0,0
0,rank0,8,pack_mte3_exposed_wait,5,0.011,0.004,104.151,108.36300659179688,28160,0,0,0
0,rank0,9,kernel_total,1,30.04,30.04,102.21,132.25,0,0,0,0
0,rank0,9,pack_total,1,5.391,5.391,102.305,107.69601440429688,0,0,0,0
0,rank0,9,pack_input_wait,4,0.092,0.023,102.612,105.80401611328125,40960,0,0,0
0,rank0,9,pack_quantize,4,1.247,0.339,102.707,106.2080078125,20480,44,0,0
0,rank0,9,pack_tx_publish,4,0.598,0.201,104.132,107.3330078125,0,4,4,256
0,rank0,9,receive_total,1,24.166,24.166,107.898,132.06402587890625,0,0,0,0
0,rank0,9,rx_flag_poll_wait,1,19.059,19.059,108.283,127.34201049804688,18,45,39,495
0,rank0,9,rx_unpack_wait,6,1.096,0.365,127.636,130.77401733398438,31680,0,0,0
0,rank0,9,rx_unpack_dequant_clear,7,0.652,0.173,128.15,131.16900634765625,30720,66,0,0
0,rank0,9,rx_output,1,0.34,0.34,131.269,131.6090087890625,10240,0,0,0
0,rank0,9,start_gate,1,100.282,100.282,1.827,102.1090087890625,0,0,0,0
0,rank0,9,pack_tx_data_submit,4,0.082,0.021,103.142,106.36599731445312,22528,0,0,0
0,rank0,9,pack_first_tx_ready,1,2.142,2.142,102.318,104.46002197265625,41,0,0,0
0,rank0,9,pack_mte3_exposed_wait,4,0.008,0.003,104.046,106.98699951171875,22528,0,0,0
0,rank0,10,kernel_total,1,27.08,27.08,101.881,128.96099853515625,0,0,0,0
0,rank0,10,pack_total,1,6.572,6.572,101.976,108.54800415039062,0,0,0,0
0,rank0,10,pack_input_wait,5,0.112,0.023,102.279,106.79800415039062,51200,0,0,0
0,rank0,10,pack_quantize,5,1.558,0.339,102.379,107.22201538085938,25600,55,0,0
0,rank0,10,pack_tx_publish,5,0.807,0.237,103.813,108.24200439453125,0,5,5,320
0,rank0,10,receive_total,1,20.006,20.006,108.751,128.75701904296875,0,0,0,0
0,rank0,10,rx_flag_poll_wait,1,15.053,15.053,109.148,124.20101928710938,17,33,27,363
0,rank0,10,rx_unpack_wait,6,0.982,0.321,124.493,127.45501708984375,31680,0,0,0
0,rank0,10,rx_unpack_dequant_clear,7,0.654,0.176,124.886,127.85000610351562,30720,66,0,0
0,rank0,10,rx_output,1,0.349,0.349,127.954,128.30300903320312,10240,0,0,0
0,rank0,10,start_gate,1,100.689,100.689,1.091,101.77999877929688,0,0,0,0
0,rank0,10,pack_tx_data_submit,5,0.103,0.021,102.814,107.37200927734375,28160,0,0,0
0,rank0,10,pack_first_tx_ready,1,2.188,2.188,101.989,104.177001953125,45,0,0,0
0,rank0,10,pack_mte3_exposed_wait,5,0.012,0.004,103.727,107.89199829101562,28160,0,0,0
0,rank0,11,kernel_total,1,29.186,29.186,102.141,131.3270263671875,0,0,0,0
0,rank0,11,pack_total,1,5.535,5.535,102.236,107.77102661132812,0,0,0,0
0,rank0,11,pack_input_wait,4,0.091,0.023,102.542,105.90902709960938,40960,0,0,0
0,rank0,11,pack_quantize,4,1.25,0.331,102.641,106.31600952148438,20480,44,0,0
0,rank0,11,pack_tx_publish,4,0.687,0.231,104.061,107.38702392578125,0,4,4,256
0,rank0,11,receive_total,1,23.17,23.17,107.976,131.14602661132812,0,0,0,0
0,rank0,11,rx_flag_poll_wait,1,18.359,18.359,108.355,126.71401977539062,15,42,36,462
0,rank0,11,rx_unpack_wait,6,0.984,0.33,127.008,129.96099853515625,31680,0,0,0
0,rank0,11,rx_unpack_dequant_clear,7,0.657,0.177,127.41,130.3590087890625,30720,66,0,0
0,rank0,11,rx_output,1,0.343,0.343,130.463,130.80599975585938,10240,0,0,0
0,rank0,11,start_gate,1,100.802,100.802,1.233,102.03500366210938,0,0,0,0
0,rank0,11,pack_tx_data_submit,4,0.082,0.021,103.068,106.4730224609375,22528,0,0,0
0,rank0,11,pack_first_tx_ready,1,2.167,2.167,102.248,104.41500854492188,50,0,0,0
0,rank0,11,pack_mte3_exposed_wait,4,0.008,0.003,103.974,106.99200439453125,22528,0,0,0
0,rank0,12,kernel_total,1,7.839,7.839,102.232,110.07101440429688,0,0,0,0
0,rank0,12,pack_total,1,6.774,6.774,102.327,109.10101318359375,0,0,0,0
0,rank0,12,pack_input_wait,5,0.111,0.023,102.632,107.13900756835938,51200,0,0,0
0,rank0,12,pack_quantize,5,1.551,0.341,102.732,107.55999755859375,25600,55,0,0
0,rank0,12,pack_tx_publish,5,0.929,0.235,104.141,108.75,0,5,5,320
0,rank0,12,receive_total,1,0.587,0.587,109.302,109.88900756835938,0,0,0,0
0,rank0,12,start_gate,1,100.16,100.16,1.966,102.12600708007812,0,0,0,0
0,rank0,12,pack_tx_data_submit,5,0.102,0.021,103.174,107.70901489257812,28160,0,0,0
0,rank0,12,pack_first_tx_ready,1,2.16,2.16,102.34,104.5,54,0,0,0
0,rank0,12,pack_mte3_exposed_wait,5,0.011,0.003,104.06,108.35400390625,28160,0,0,0
0,rank0,13,kernel_total,1,29.091,29.091,101.745,130.83599853515625,0,0,0,0
0,rank0,13,pack_total,1,6.57,6.57,101.84,108.41000366210938,0,0,0,0
0,rank0,13,pack_input_wait,5,0.113,0.023,102.143,106.676025390625,51200,0,0,0
0,rank0,13,pack_quantize,5,1.566,0.338,102.242,107.10101318359375,25600,55,0,0
0,rank0,13,pack_tx_publish,5,0.777,0.231,103.665,108.10000610351562,0,5,5,320
0,rank0,13,receive_total,1,22.038,22.038,108.612,130.6500244140625,0,0,0,0
0,rank0,13,rx_flag_poll_wait,1,17.352,17.352,109.008,126.36001586914062,13,42,36,462
0,rank0,13,rx_unpack_wait,6,0.867,0.292,126.635,129.47000122070312,31680,0,0,0
0,rank0,13,rx_unpack_dequant_clear,7,0.653,0.172,126.999,129.86001586914062,30720,66,0,0
0,rank0,13,rx_output,1,0.344,0.344,129.956,130.30001831054688,10240,0,0,0
0,rank0,13,start_gate,1,99.652,99.652,1.987,101.63900756835938,0,0,0,0
0,rank0,13,pack_tx_data_submit,5,0.105,0.021,102.68,107.25302124023438,28160,0,0,0
0,rank0,13,pack_first_tx_ready,1,2.171,2.171,101.853,104.02401733398438,59,0,0,0
0,rank0,13,pack_mte3_exposed_wait,5,0.01,0.003,103.584,107.76202392578125,28160,0,0,0
0,rank0,14,kernel_total,1,28.804,28.804,102.387,131.19100952148438,0,0,0,0
0,rank0,14,pack_total,1,5.429,5.429,102.482,107.9110107421875,0,0,0,0
0,rank0,14,pack_input_wait,4,0.09,0.023,102.785,106.10299682617188,40960,0,0,0
0,rank0,14,pack_quantize,4,1.22,0.322,102.885,106.5,20480,44,0,0
0,rank0,14,pack_tx_publish,4,0.698,0.232,104.275,107.54901123046875,0,4,4,256
0,rank0,14,receive_total,1,22.912,22.912,108.108,131.02001953125,0,0,0,0
0,rank0,14,rx_flag_poll_wait,1,17.936,17.936,108.515,126.45101928710938,11,41,35,451
0,rank0,14,rx_unpack_wait,6,1.1,0.31,126.746,129.8070068359375,31680,0,0,0
0,rank0,14,rx_unpack_dequant_clear,7,0.657,0.179,127.128,130.19900512695312,30720,66,0,0
0,rank0,14,rx_output,1,0.354,0.354,130.303,130.65701293945312,10240,0,0,0
0,rank0,14,start_gate,1,100.687,100.687,1.594,102.281005859375,0,0,0,0
0,rank0,14,pack_tx_data_submit,4,0.084,0.021,103.306,106.65701293945312,22528,0,0,0
0,rank0,14,pack_first_tx_ready,1,2.141,2.141,102.494,104.635009765625,64,0,0,0
0,rank0,14,pack_mte3_exposed_wait,4,0.009,0.003,104.194,107.18099975585938,22528,0,0,0
0,rank0,15,kernel_total,1,23.573,23.573,101.972,125.54501342773438,0,0,0,0
0,rank0,15,pack_total,1,6.698,6.698,102.067,108.7650146484375,0,0,0,0
0,rank0,15,pack_input_wait,5,0.113,0.023,102.373,106.85800170898438,51200,0,0,0
0,rank0,15,pack_quantize,5,1.529,0.323,102.473,107.27902221679688,25600,55,0,0
0,rank0,15,pack_tx_publish,5,0.933,0.233,103.883,108.40499877929688,0,5,5,320
0,rank0,15,receive_total,1,16.412,16.412,108.961,125.37301635742188,0,0,0,0
0,rank0,15,rx_flag_poll_wait,1,11.453,11.453,109.375,120.8280029296875,6,27,21,297
0,rank0,15,rx_unpack_wait,6,0.981,0.308,121.098,124.04202270507812,31680,0,0,0
0,rank0,15,rx_unpack_dequant_clear,7,0.658,0.177,121.478,124.43600463867188,30720,66,0,0
0,rank0,15,rx_output,1,0.358,0.358,124.533,124.89102172851562,10240,0,0,0
0,rank0,15,start_gate,1,101.526,101.526,0.344,101.87002563476562,0,0,0,0
0,rank0,15,pack_tx_data_submit,5,0.103,0.021,102.896,107.42901611328125,28160,0,0,0
0,rank0,15,pack_first_tx_ready,1,2.16,2.16,102.08,104.24002075195312,68,0,0,0
0,rank0,15,pack_mte3_exposed_wait,5,0.011,0.003,103.797,108.0570068359375,28160,0,0,0
0,rank0,16,kernel_total,1,6.552,6.552,102.359,108.9110107421875,0,0,0,0
0,rank0,16,pack_total,1,5.495,5.495,102.453,107.947998046875,0,0,0,0
0,rank0,16,pack_input_wait,4,0.09,0.023,102.815,106.02102661132812,40960,0,0,0
0,rank0,16,pack_quantize,4,1.253,0.357,102.915,106.42901611328125,20480,44,0,0
0,rank0,16,pack_tx_publish,4,0.631,0.215,104.347,107.55599975585938,0,4,4,256
0,rank0,16,receive_total,1,0.575,0.575,108.15,108.72500610351562,0,0,0,0
0,rank0,16,start_gate,1,102.016,102.016,0.241,102.25701904296875,0,0,0,0
0,rank0,16,pack_tx_data_submit,4,0.082,0.021,103.372,106.58901977539062,22528,0,0,0
0,rank0,16,pack_first_tx_ready,1,2.223,2.223,102.466,104.68902587890625,73,0,0,0
0,rank0,16,pack_mte3_exposed_wait,4,0.009,0.003,104.265,107.21502685546875,22528,0,0,0
0,rank0,17,kernel_total,1,32.014,32.014,102.311,134.32501220703125,0,0,0,0
0,rank0,17,pack_total,1,6.589,6.589,102.406,108.99502563476562,0,0,0,0
0,rank0,17,pack_input_wait,5,0.113,0.023,102.791,107.23001098632812,51200,0,0,0
0,rank0,17,pack_quantize,5,1.529,0.323,102.89,107.65200805664062,25600,55,0,0
0,rank0,17,pack_tx_publish,5,0.754,0.212,104.281,108.68701171875,0,5,5,320
0,rank0,17,receive_total,1,24.932,24.932,109.202,134.13400268554688,0,0,0,0
0,rank0,17,rx_flag_poll_wait,1,20.201,20.201,109.566,129.76699829101562,19,50,44,550
0,rank0,17,rx_unpack_wait,6,0.787,0.3,130.045,132.82000732421875,31680,0,0,0
0,rank0,17,rx_unpack_dequant_clear,7,0.668,0.187,130.418,133.21200561523438,30720,66,0,0
0,rank0,17,rx_output,1,0.34,0.34,133.316,133.656005859375,10240,0,0,0
0,rank0,17,start_gate,1,101.916,101.916,0.289,102.20501708984375,0,0,0,0
0,rank0,17,pack_tx_data_submit,5,0.104,0.021,103.309,107.80300903320312,28160,0,0,0
0,rank0,17,pack_first_tx_ready,1,2.192,2.192,102.419,104.61102294921875,77,0,0,0
0,rank0,17,pack_mte3_exposed_wait,5,0.01,0.003,104.194,108.3330078125,28160,0,0,0
0,rank0,18,kernel_total,1,29.317,29.317,101.747,131.06402587890625,0,0,0,0
0,rank0,18,pack_total,1,5.622,5.622,101.842,107.46401977539062,0,0,0,0
0,rank0,18,pack_input_wait,4,0.088,0.022,102.221,105.48101806640625,40960,0,0,0
0,rank0,18,pack_quantize,4,1.235,0.328,102.32,105.88900756835938,20480,44,0,0
0,rank0,18,pack_tx_publish,4,0.604,0.203,103.707,107.01602172851562,0,4,4,256
0,rank0,18,receive_total,1,23.201,23.201,107.665,130.86599731445312,0,0,0,0
0,rank0,18,rx_flag_poll_wait,1,18.196,18.196,108.059,126.2550048828125,13,45,39,495
0,rank0,18,rx_unpack_wait,6,1.046,0.299,126.537,129.56600952148438,31680,0,0,0
0,rank0,18,rx_unpack_dequant_clear,7,0.653,0.176,126.908,129.95501708984375,30720,66,0,0
0,rank0,18,rx_output,1,0.336,0.336,130.059,130.39501953125,10240,0,0,0
0,rank0,18,start_gate,1,101.641,101.641,0.0,101.64102172851562,0,0,0,0
0,rank0,18,pack_tx_data_submit,4,0.083,0.021,102.744,106.04000854492188,22528,0,0,0
0,rank0,18,pack_first_tx_ready,1,2.176,2.176,101.854,104.02999877929688,82,0,0,0
0,rank0,18,pack_mte3_exposed_wait,4,0.009,0.003,103.616,106.5570068359375,22528,0,0,0
0,rank0,19,kernel_total,1,26.813,26.813,102.107,128.92001342773438,0,0,0,0
0,rank0,19,pack_total,1,6.606,6.606,102.201,108.8070068359375,0,0,0,0
0,rank0,19,pack_input_wait,5,0.112,0.023,102.507,106.93402099609375,51200,0,0,0
0,rank0,19,pack_quantize,5,1.535,0.326,102.606,107.35702514648438,25600,55,0,0
0,rank0,19,pack_tx_publish,5,0.812,0.203,103.993,108.44900512695312,0,5,5,320
0,rank0,19,receive_total,1,19.737,19.737,109.007,128.7440185546875,0,0,0,0
0,rank0,19,rx_flag_poll_wait,1,14.662,14.662,109.418,124.08001708984375,10,35,29,385
0,rank0,19,rx_unpack_wait,6,1.069,0.361,124.362,127.41702270507812,31680,0,0,0
0,rank0,19,rx_unpack_dequant_clear,7,0.66,0.17,124.795,127.81201171875,30720,66,0,0
0,rank0,19,rx_output,1,0.339,0.339,127.916,128.2550048828125,10240,0,0,0
0,rank0,19,start_gate,1,100.996,100.996,1.005,102.00100708007812,0,0,0,0
0,rank0,19,pack_tx_data_submit,5,0.102,0.021,103.028,107.50701904296875,28160,0,0,0
0,rank0,19,pack_first_tx_ready,1,2.108,2.108,102.214,104.322021484375,86,0,0,0
0,rank0,19,pack_mte3_exposed_wait,5,0.01,0.003,103.912,108.1240234375,28160,0,0,0
0,rank0,20,kernel_total,1,30.264,30.264,101.952,132.21600341796875,0,0,0,0
0,rank0,20,pack_total,1,6.54,6.54,102.047,108.58700561523438,0,0,0,0
0,rank0,20,pack_input_wait,5,0.113,0.023,102.354,106.79501342773438,51200,0,0,0
0,rank0,20,pack_quantize,5,1.544,0.324,102.453,107.21701049804688,25600,55,0,0
0,rank0,20,pack_tx_publish,5,0.763,0.217,103.85,108.2750244140625,0,5,5,320
0,rank0,20,receive_total,1,23.223,23.223,108.798,132.02102661132812,0,0,0,0
0,rank0,20,rx_flag_poll_wait,1,18.321,18.321,109.188,127.50900268554688,13,46,40,506
0,rank0,20,rx_unpack_wait,6,0.965,0.436,127.789,130.74099731445312,31680,0,0,0
0,rank0,20,rx_unpack_dequant_clear,7,0.669,0.192,128.297,131.13601684570312,30720,66,0,0
0,rank0,20,rx_output,1,0.335,0.335,131.244,131.57901000976562,10240,0,0,0
0,rank0,20,start_gate,1,100.08,100.08,1.77,101.85000610351562,0,0,0,0
0,rank0,20,pack_tx_data_submit,5,0.103,0.021,102.873,107.37100219726562,28160,0,0,0
0,rank0,20,pack_first_tx_ready,1,2.134,2.134,102.06,104.19400024414062,91,0,0,0
0,rank0,20,pack_mte3_exposed_wait,5,0.011,0.003,103.769,107.88601684570312,28160,0,0,0
0,rank0,21,kernel_total,1,6.764,6.764,102.004,108.76800537109375,0,0,0,0
0,rank0,21,pack_total,1,5.561,5.561,102.099,107.66000366210938,0,0,0,0
0,rank0,21,pack_input_wait,4,0.09,0.023,102.405,105.71002197265625,40960,0,0,0
0,rank0,21,pack_quantize,4,1.221,0.33,102.505,106.11599731445312,20480,44,0,0
0,rank0,21,pack_tx_publish,4,0.638,0.208,103.919,107.11801147460938,0,4,4,256
0,rank0,21,receive_total,1,0.665,0.665,107.867,108.53201293945312,0,0,0,0
0,rank0,21,start_gate,1,100.214,100.214,1.688,101.90200805664062,0,0,0,0
0,rank0,21,pack_tx_data_submit,4,0.083,0.021,102.931,106.27401733398438,22528,0,0,0
0,rank0,21,pack_first_tx_ready,1,2.139,2.139,102.111,104.25,96,0,0,0
0,rank0,21,pack_mte3_exposed_wait,4,0.01,0.003,103.832,106.7860107421875,22528,0,0,0
0,rank0,22,kernel_total,1,28.333,28.333,101.828,130.1610107421875,0,0,0,0
0,rank0,22,pack_total,1,6.705,6.705,101.923,108.62802124023438,0,0,0,0
0,rank0,22,pack_input_wait,5,0.112,0.023,102.23,106.71701049804688,51200,0,0,0
0,rank0,22,pack_quantize,5,1.541,0.327,102.329,107.14199829101562,25600,55,0,0
0,rank0,22,pack_tx_publish,5,0.929,0.225,103.715,108.31900024414062,0,5,5,320
0,rank0,22,receive_total,1,21.148,21.148,108.832,129.98001098632812,0,0,0,0
0,rank0,22,rx_flag_poll_wait,1,16.297,16.297,109.22,125.51699829101562,11,39,33,429
0,rank0,22,rx_unpack_wait,6,0.912,0.401,125.798,128.68801879882812,31680,0,0,0
0,rank0,22,rx_unpack_dequant_clear,7,0.653,0.175,126.271,129.07901000976562,30720,66,0,0
0,rank0,22,rx_output,1,0.332,0.332,129.187,129.51901245117188,10240,0,0,0
0,rank0,22,start_gate,1,100.041,100.041,1.681,101.72201538085938,0,0,0,0
0,rank0,22,pack_tx_data_submit,5,0.104,0.021,102.752,107.29299926757812,28160,0,0,0
0,rank0,22,pack_first_tx_ready,1,2.128,2.128,101.936,104.06402587890625,100,0,0,0
