rank,host,core,stage,count,sum_us,max_us,start_us,end_us,aux0,aux1,aux2,aux3
0,rank0,1,rx_output,3,1.01,0.339,86.624,97.38400268554688,30720,2,2,0
0,rank0,1,start_gate,1,23.03,23.03,1.481,24.510986328125,0,0,0,0
0,rank0,1,pack_tx_data_submit,18,0.368,0.021,25.531,45.48199462890625,101376,0,0,0
0,rank0,1,pack_first_tx_ready,1,2.101,2.101,24.72,26.82098388671875,18,0,0,0
0,rank0,1,pack_mte3_exposed_wait,18,0.035,0.003,26.398,45.996002197265625,101376,0,0,0
0,rank0,2,kernel_total,1,73.119,73.119,23.506,96.625,0,0,0,0
0,rank0,2,pack_total,1,21.976,21.976,23.6,45.57598876953125,0,0,0,0
0,rank0,2,pack_input_wait,18,0.402,0.023,23.906,43.64300537109375,184320,0,0,0
0,rank0,2,pack_quantize,18,5.512,0.335,24.005,44.058990478515625,92160,198,0,0
0,rank0,2,pack_tx_publish,18,3.091,0.238,25.412,45.217987060546875,0,18,18,1152
0,rank0,2,receive_total,1,50.663,50.663,45.801,96.4639892578125,0,0,0,0
0,rank0,2,rx_flag_poll_wait,3,36.986,31.562,46.201,91.94699096679688,36,82,64,902
0,rank0,2,rx_unpack_wait,18,3.474,0.365,78.058,95.25299072265625,95040,0,0,0
0,rank0,2,rx_unpack_dequant_clear,21,1.777,0.16,78.495,95.63299560546875,92160,198,0,0
0,rank0,2,rx_output,3,1.043,0.355,81.776,96.07199096679688,30720,3,2,0
0,rank0,2,start_gate,1,20.94,20.94,2.465,23.404998779296875,0,0,0,0
0,rank0,2,pack_tx_data_submit,18,0.369,0.021,24.432,44.2139892578125,101376,0,0,0
0,rank0,2,pack_first_tx_ready,1,2.122,2.122,23.613,25.7349853515625,36,0,0,0
0,rank0,2,pack_mte3_exposed_wait,18,0.032,0.003,25.327,44.718994140625,101376,0,0,0
0,rank0,3,kernel_total,1,72.716,72.716,23.583,96.29898071289062,0,0,0,0
0,rank0,3,pack_total,1,23.159,23.159,23.677,46.83599853515625,0,0,0,0
0,rank0,3,pack_input_wait,19,0.433,0.023,23.983,44.983001708984375,194560,0,0,0
0,rank0,3,pack_quantize,19,5.91,0.337,24.078,45.39898681640625,97280,209,0,0
0,rank0,3,pack_tx_publish,19,3.161,0.235,25.486,46.496002197265625,0,19,19,1216
0,rank0,3,receive_total,1,49.081,49.081,47.047,96.12799072265625,0,0,0,0
0,rank0,3,rx_flag_poll_wait,3,35.045,33.467,47.494,91.2239990234375,35,78,60,858
0,rank0,3,rx_unpack_wait,18,3.66,0.448,81.279,94.822998046875,95040,0,0,0
0,rank0,3,rx_unpack_dequant_clear,21,1.758,0.16,81.704,95.2039794921875,92160,198,0,0
0,rank0,3,rx_output,3,1.049,0.358,84.858,95.6300048828125,30720,2,1,0
0,rank0,3,start_gate,1,22.355,22.355,1.126,23.480987548828125,0,0,0,0
0,rank0,3,pack_tx_data_submit,19,0.391,0.021,24.507,45.54498291015625,107008,0,0,0
0,rank0,3,pack_first_tx_ready,1,2.149,2.149,23.69,25.8389892578125,54,0,0,0
0,rank0,3,pack_mte3_exposed_wait,19,0.038,0.003,25.397,46.139984130859375,107008,0,0,0
0,rank0,4,kernel_total,1,72.316,72.316,23.709,96.02499389648438,0,0,0,0
0,rank0,4,pack_total,1,21.923,21.923,23.803,45.725982666015625,0,0,0,0
0,rank0,4,pack_input_wait,18,0.405,0.023,24.11,43.94097900390625,184320,0,0,0
0,rank0,4,pack_quantize,18,5.586,0.333,24.205,44.342987060546875,92160,198,0,0
0,rank0,4,pack_tx_publish,18,3.077,0.225,25.59,45.423980712890625,0,18,18,1152
0,rank0,4,receive_total,1,49.896,49.896,45.949,95.84500122070312,0,0,0,0
0,rank0,4,rx_flag_poll_wait,3,35.836,34.434,46.377,91.093994140625,34,79,61,869
0,rank0,4,rx_unpack_wait,18,3.7,0.387,81.092,94.53598022460938,95040,0,0,0
0,rank0,4,rx_unpack_dequant_clear,21,1.796,0.18,81.525,94.93197631835938,92160,198,0,0
0,rank0,4,rx_output,3,1.038,0.353,84.747,95.35699462890625,30720,2,2,0
0,rank0,4,start_gate,1,21.749,21.749,1.859,23.608001708984375,0,0,0,0
0,rank0,4,pack_tx_data_submit,18,0.367,0.021,24.63,44.49200439453125,101376,0,0,0
0,rank0,4,pack_first_tx_ready,1,2.122,2.122,23.816,25.93798828125,73,0,0,0
0,rank0,4,pack_mte3_exposed_wait,18,0.037,0.004,25.507,45.09698486328125,101376,0,0,0
0,rank0,5,kernel_total,1,77.976,77.976,23.48,101.45599365234375,0,0,0,0
0,rank0,5,pack_total,1,21.667,21.667,23.575,45.24200439453125,0,0,0,0
0,rank0,5,pack_input_wait,18,0.405,0.023,23.881,43.458984375,184320,0,0,0
0,rank0,5,pack_quantize,18,5.557,0.339,23.976,43.85400390625,92160,198,0,0
0,rank0,5,pack_tx_publish,18,2.853,0.213,25.386,44.933990478515625,0,18,18,1152
0,rank0,5,receive_total,1,55.843,55.843,45.441,101.28399658203125,0,0,0,0
0,rank0,5,rx_flag_poll_wait,3,42.115,40.092,45.803,96.73800659179688,33,97,79,1067
0,rank0,5,rx_unpack_wait,18,3.629,0.401,86.175,100.11199951171875,95040,0,0,0
0,rank0,5,rx_unpack_dequant_clear,21,1.781,0.177,86.585,100.49200439453125,92160,198,0,0
0,rank0,5,rx_output,3,1.008,0.343,89.878,100.9119873046875,30720,0,0,0
0,rank0,5,start_gate,1,20.991,20.991,2.388,23.378997802734375,0,0,0,0
0,rank0,5,pack_tx_data_submit,18,0.368,0.021,24.408,44.011993408203125,101376,0,0,0
0,rank0,5,pack_first_tx_ready,1,2.122,2.122,23.588,25.709991455078125,91,0,0,0
0,rank0,5,pack_mte3_exposed_wait,18,0.032,0.003,25.298,44.60400390625,101376,0,0,0
0,rank0,6,kernel_total,1,73.917,73.917,23.426,97.34298706054688,0,0,0,0
0,rank0,6,pack_total,1,23.54,23.54,23.521,47.061004638671875,0,0,0,0
0,rank0,6,pack_input_wait,19,0.427,0.023,23.827,45.209991455078125,194560,0,0,0
0,rank0,6,pack_quantize,19,5.876,0.327,23.926,45.610992431640625,97280,209,0,0
0,rank0,6,pack_tx_publish,19,3.644,0.329,25.308,46.739990234375,0,19,19,1216
0,rank0,6,receive_total,1,49.927,49.927,47.251,97.177978515625,0,0,0,0
0,rank0,6,rx_flag_poll_wait,3,36.305,32.073,47.644,92.66000366210938,21,84,66,924
0,rank0,6,rx_unpack_wait,18,3.464,0.358,80.013,95.99099731445312,95040,0,0,0
0,rank0,6,rx_unpack_dequant_clear,21,1.761,0.164,80.44,96.37197875976562,92160,198,0,0
0,rank0,6,rx_output,3,1.028,0.352,83.621,96.80099487304688,30720,0,0,0
0,rank0,6,start_gate,1,22.481,22.481,0.844,23.324981689453125,0,0,0,0
0,rank0,6,pack_tx_data_submit,19,0.392,0.021,24.345,45.756988525390625,107008,0,0,0
0,rank0,6,pack_first_tx_ready,1,2.126,2.126,23.533,25.65899658203125,109,0,0,0
0,rank0,6,pack_mte3_exposed_wait,19,0.034,0.003,25.22,46.253997802734375,107008,0,0,0
0,rank0,7,kernel_total,1,70.927,70.927,24.636,95.56298828125,0,0,0,0
0,rank0,7,pack_total,1,22.0,22.0,24.73,46.72998046875,0,0,0,0
0,rank0,7,pack_input_wait,18,0.405,0.023,25.038,44.906982421875,184320,0,0,0
0,rank0,7,pack_quantize,18,5.525,0.328,25.136,45.303985595703125,92160,198,0,0
0,rank0,7,pack_tx_publish,18,3.161,0.227,26.523,46.41400146484375,0,18,18,1152
0,rank0,7,receive_total,1,48.458,48.458,46.939,95.39700317382812,0,0,0,0
0,rank0,7,rx_flag_poll_wait,3,34.56,26.268,47.336,90.63699340820312,31,78,60,858
0,rank0,7,rx_unpack_wait,18,3.65,0.362,73.91,94.10598754882812,95040,0,0,0
0,rank0,7,rx_unpack_dequant_clear,21,1.765,0.165,74.344,94.48699951171875,92160,198,0,0
0,rank0,7,rx_output,3,1.027,0.349,77.275,94.906005859375,30720,0,0,0
0,rank0,7,start_gate,1,23.87,23.87,0.665,24.535003662109375,0,0,0,0
0,rank0,7,pack_tx_data_submit,18,0.368,0.021,25.556,45.4530029296875,101376,0,0,0
0,rank0,7,pack_first_tx_ready,1,2.122,2.122,24.743,26.864990234375,128,0,0,0
0,rank0,7,pack_mte3_exposed_wait,18,0.033,0.003,26.432,45.96099853515625,101376,0,0,0
0,rank0,8,kernel_total,1,74.374,74.374,23.679,98.052978515625,0,0,0,0
0,rank0,8,pack_total,1,22.133,22.133,23.774,45.906982421875,0,0,0,0
0,rank0,8,pack_input_wait,18,0.404,0.023,24.081,44.022003173828125,184320,0,0,0
0,rank0,8,pack_quantize,18,5.584,0.335,24.179,44.427001953125,92160,198,0,0
0,rank0,8,pack_tx_publish,18,3.206,0.239,25.569,45.595001220703125,0,18,18,1152
0,rank0,8,receive_total,1,51.751,51.751,46.114,97.864990234375,0,0,0,0
0,rank0,8,rx_flag_poll_wait,3,37.682,27.238,46.466,92.94000244140625,39,85,67,935
0,rank0,8,rx_unpack_wait,18,3.842,0.397,73.968,96.55398559570312,95040,0,0,0
0,rank0,8,rx_unpack_dequant_clear,21,1.788,0.186,74.364,96.93499755859375,92160,198,0,0
0,rank0,8,rx_output,3,1.043,0.352,77.478,97.36300659179688,30720,2,2,0
0,rank0,8,start_gate,1,21.243,21.243,2.335,23.5780029296875,0,0,0,0
0,rank0,8,pack_tx_data_submit,18,0.373,0.021,24.602,44.576995849609375,101376,0,0,0
0,rank0,8,pack_first_tx_ready,1,2.103,2.103,23.787,25.889984130859375,146,0,0,0
0,rank0,8,pack_mte3_exposed_wait,18,0.033,0.003,25.487,45.1099853515625,101376,0,0,0
0,rank0,9,kernel_total,1,75.562,75.562,24.5,100.06198120117188,0,0,0,0
0,rank0,9,pack_total,1,22.548,22.548,24.594,47.141998291015625,0,0,0,0
0,rank0,9,pack_input_wait,18,0.404,0.023,24.9,45.33599853515625,184320,0,0,0
0,rank0,9,pack_quantize,18,5.711,0.364,24.995,45.733001708984375,92160,198,0,0
0,rank0,9,pack_tx_publish,18,3.523,0.239,26.395,46.8389892578125,0,18,18,1152
0,rank0,9,receive_total,1,52.529,52.529,47.349,99.87799072265625,0,0,0,0
0,rank0,9,rx_flag_poll_wait,3,39.035,34.115,47.703,95.44000244140625,25,90,72,990
0,rank0,9,rx_unpack_wait,18,3.394,0.419,82.087,98.70700073242188,95040,0,0,0
0,rank0,9,rx_unpack_dequant_clear,21,1.78,0.187,82.487,99.08798217773438,92160,198,0,0
0,rank0,9,rx_output,3,1.032,0.351,85.608,99.50997924804688,30720,0,0,0
0,rank0,9,start_gate,1,21.969,21.969,2.43,24.39898681640625,0,0,0,0
0,rank0,9,pack_tx_data_submit,18,0.374,0.021,25.425,45.88299560546875,101376,0,0,0
0,rank0,9,pack_first_tx_ready,1,2.142,2.142,24.607,26.748992919921875,164,0,0,0
0,rank0,9,pack_mte3_exposed_wait,18,0.033,0.004,26.304,46.3909912109375,101376,0,0,0
0,rank0,10,kernel_total,1,73.548,73.548,23.422,96.97000122070312,0,0,0,0
0,rank0,10,pack_total,1,23.843,23.843,23.517,47.3599853515625,0,0,0,0
0,rank0,10,pack_input_wait,19,0.421,0.023,23.822,45.503997802734375,194560,0,0,0
0,rank0,10,pack_quantize,19,5.953,0.361,23.921,45.91497802734375,97280,209,0,0
0,rank0,10,pack_tx_publish,19,3.93,0.257,25.32,47.050994873046875,0,19,19,1216
0,rank0,10,receive_total,1,49.235,49.235,47.558,96.79299926757812,0,0,0,0
0,rank0,10,rx_flag_poll_wait,3,35.46,34.088,47.916,92.15899658203125,30,81,63,891
0,rank0,10,rx_unpack_wait,18,3.723,0.514,82.268,95.6099853515625,95040,0,0,0
0,rank0,10,rx_unpack_dequant_clear,21,1.771,0.177,82.702,95.99200439453125,92160,198,0,0
0,rank0,10,rx_output,3,1.016,0.348,85.892,96.42300415039062,30720,0,0,0
0,rank0,10,start_gate,1,21.667,21.667,1.654,23.32098388671875,0,0,0,0
0,rank0,10,pack_tx_data_submit,19,0.394,0.021,24.351,46.061004638671875,107008,0,0,0
0,rank0,10,pack_first_tx_ready,1,2.14,2.14,23.53,25.66998291015625,182,0,0,0
0,rank0,10,pack_mte3_exposed_wait,19,0.037,0.003,25.228,46.694976806640625,107008,0,0,0
0,rank0,11,kernel_total,1,73.042,73.042,23.55,96.59197998046875,0,0,0,0
0,rank0,11,pack_total,1,22.354,22.354,23.644,45.99798583984375,0,0,0,0
0,rank0,11,pack_input_wait,18,0.404,0.023,23.95,44.188995361328125,184320,0,0,0
0,rank0,11,pack_quantize,18,5.649,0.373,24.048,44.584991455078125,92160,198,0,0
0,rank0,11,pack_tx_publish,18,3.37,0.32,25.441,45.686004638671875,0,18,18,1152
0,rank0,11,receive_total,1,50.209,50.209,46.201,96.41000366210938,0,0,0,0
0,rank0,11,rx_flag_poll_wait,3,36.488,34.155,46.594,91.81298828125,25,84,66,924
0,rank0,11,rx_unpack_wait,18,3.516,0.434,81.014,95.11300659179688,95040,0,0,0
0,rank0,11,rx_unpack_dequant_clear,21,1.772,0.177,81.42,95.49398803710938,92160,198,0,0
0,rank0,11,rx_output,3,1.039,0.351,84.514,95.927978515625,30720,2,2,0
0,rank0,11,start_gate,1,22.671,22.671,0.777,23.447998046875,0,0,0,0
0,rank0,11,pack_tx_data_submit,18,0.371,0.021,24.479,44.735992431640625,101376,0,0,0
0,rank0,11,pack_first_tx_ready,1,2.16,2.16,23.657,25.816986083984375,201,0,0,0
0,rank0,11,pack_mte3_exposed_wait,18,0.034,0.003,25.355,45.343994140625,101376,0,0,0
0,rank0,12,kernel_total,1,75.838,75.838,24.345,100.1829833984375,0,0,0,0
0,rank0,12,pack_total,1,22.262,22.262,24.439,46.70098876953125,0,0,0,0
0,rank0,12,pack_input_wait,18,0.407,0.023,24.745,44.822998046875,184320,0,0,0
0,rank0,12,pack_quantize,18,5.538,0.338,24.843,45.220001220703125,92160,198,0,0
0,rank0,12,pack_tx_publish,18,3.41,0.31,26.243,46.394989013671875,0,18,18,1152
0,rank0,12,receive_total,1,53.093,53.093,46.911,100.00399780273438,0,0,0,0
0,rank0,12,rx_flag_poll_wait,3,39.72,38.067,47.312,95.70098876953125,34,91,73,1001
0,rank0,12,rx_unpack_wait,18,3.25,0.412,85.662,98.84500122070312,95040,0,0,0
0,rank0,12,rx_unpack_dequant_clear,21,1.779,0.171,86.146,99.22698974609375,92160,198,0,0
0,rank0,12,rx_output,3,1.009,0.339,89.256,99.64498901367188,30720,1,1,0
0,rank0,12,start_gate,1,22.126,22.126,2.118,24.243988037109375,0,0,0,0
0,rank0,12,pack_tx_data_submit,18,0.375,0.021,25.273,45.368988037109375,101376,0,0,0
0,rank0,12,pack_first_tx_ready,1,2.135,2.135,24.452,26.587005615234375,219,0,0,0
0,rank0,12,pack_mte3_exposed_wait,18,0.035,0.004,26.16,45.98199462890625,101376,0,0,0
0,rank0,13,kernel_total,1,69.715,69.715,24.425,94.13998413085938,0,0,0,0
0,rank0,13,pack_total,1,23.488,23.488,24.519,48.006988525390625,0,0,0,0
0,rank0,13,pack_input_wait,19,0.426,0.023,24.825,46.173004150390625,194560,0,0,0
0,rank0,13,pack_quantize,19,5.86,0.329,24.923,46.5889892578125,97280,209,0,0
0,rank0,13,pack_tx_publish,19,3.653,0.243,26.318,47.694976806640625,0,19,19,1216
0,rank0,13,receive_total,1,45.745,45.745,48.216,93.96099853515625,0,0,0,0
0,rank0,13,rx_flag_poll_wait,3,31.916,29.103,48.606,89.36300659179688,22,74,56,814
0,rank0,13,rx_unpack_wait,18,3.616,0.4,77.994,92.67098999023438,95040,0,0,0
0,rank0,13,rx_unpack_dequant_clear,21,1.767,0.167,78.466,93.05499267578125,92160,198,0,0
0,rank0,13,rx_output,3,1.015,0.351,81.692,93.489990234375,30720,2,2,0
0,rank0,13,start_gate,1,23.426,23.426,0.897,24.322998046875,0,0,0,0
0,rank0,13,pack_tx_data_submit,19,0.39,0.021,25.344,46.733978271484375,107008,0,0,0
0,rank0,13,pack_first_tx_ready,1,2.153,2.153,24.532,26.68499755859375,237,0,0,0
0,rank0,13,pack_mte3_exposed_wait,19,0.037,0.003,26.232,47.24298095703125,107008,0,0,0
0,rank0,14,kernel_total,1,71.399,71.399,24.663,96.06198120117188,0,0,0,0
0,rank0,14,pack_total,1,22.123,22.123,24.758,46.8809814453125,0,0,0,0
0,rank0,14,pack_input_wait,18,0.405,0.023,25.132,44.910003662109375,184320,0,0,0
0,rank0,14,pack_quantize,18,5.608,0.358,25.226,45.324005126953125,92160,198,0,0
0,rank0,14,pack_tx_publish,18,2.943,0.217,26.624,46.532989501953125,0,18,18,1152
0,rank0,14,receive_total,1,48.803,48.803,47.086,95.88897705078125,0,0,0,0
0,rank0,14,rx_flag_poll_wait,3,34.737,32.202,47.527,91.14700317382812,29,78,60,858
0,rank0,14,rx_unpack_wait,18,3.814,0.49,80.052,94.61798095703125,95040,0,0,0
0,rank0,14,rx_unpack_dequant_clear,21,1.764,0.169,80.467,94.99798583984375,92160,198,0,0
0,rank0,14,rx_output,3,1.011,0.338,83.665,95.41900634765625,30720,0,0,0
0,rank0,14,start_gate,1,22.039,22.039,2.524,24.56298828125,0,0,0,0
0,rank0,14,pack_tx_data_submit,18,0.37,0.021,25.649,45.475006103515625,101376,0,0,0
0,rank0,14,pack_first_tx_ready,1,2.18,2.18,24.771,26.95098876953125,256,0,0,0
0,rank0,14,pack_mte3_exposed_wait,18,0.037,0.004,26.536,45.977996826171875,101376,0,0,0
0,rank0,15,kernel_total,1,76.371,76.371,23.529,99.89999389648438,0,0,0,0
0,rank0,15,pack_total,1,21.825,21.825,23.623,45.447998046875,0,0,0,0
0,rank0,15,pack_input_wait,18,0.404,0.023,23.929,43.625,184320,0,0,0
0,rank0,15,pack_quantize,18,5.576,0.338,24.028,44.06298828125,92160,198,0,0
0,rank0,15,pack_tx_publish,18,2.972,0.218,25.42,45.139984130859375,0,18,18,1152
0,rank0,15,receive_total,1,54.083,54.083,45.642,99.72500610351562,0,0,0,0
0,rank0,15,rx_flag_poll_wait,3,40.446,36.356,46.04,95.35699462890625,34,91,73,1001
0,rank0,15,rx_unpack_wait,18,3.55,0.433,82.682,98.552978515625,95040,0,0,0
0,rank0,15,rx_unpack_dequant_clear,21,1.761,0.156,83.123,98.93399047851562,92160,198,0,0
0,rank0,15,rx_output,3,1.037,0.347,86.415,99.36398315429688,30720,1,1,0
0,rank0,15,start_gate,1,21.472,21.472,1.956,23.427978515625,0,0,0,0
0,rank0,15,pack_tx_data_submit,18,0.372,0.021,24.45,44.2239990234375,101376,0,0,0
0,rank0,15,pack_first_tx_ready,1,2.126,2.126,23.636,25.761993408203125,274,0,0,0
0,rank0,15,pack_mte3_exposed_wait,18,0.031,0.004,25.338,44.712005615234375,101376,0,0,0
0,rank0,16,kernel_total,1,75.318,75.318,23.603,98.92098999023438,0,0,0,0
0,rank0,16,pack_total,1,21.863,21.863,23.697,45.55999755859375,0,0,0,0
0,rank0,16,pack_input_wait,18,0.407,0.023,24.004,43.7239990234375,184320,0,0,0
0,rank0,16,pack_quantize,18,5.481,0.33,24.103,44.118988037109375,92160,198,0,0
0,rank0,16,pack_tx_publish,18,3.0,0.218,25.508,45.2139892578125,0,18,18,1152
0,rank0,16,receive_total,1,52.957,52.957,45.785,98.74200439453125,0,0,0,0
0,rank0,16,rx_flag_poll_wait,3,39.658,38.248,46.182,94.36700439453125,48,88,70,968
0,rank0,16,rx_unpack_wait,18,3.189,0.339,84.712,97.58700561523438,95040,0,0,0
0,rank0,16,rx_unpack_dequant_clear,21,1.774,0.171,85.103,97.968994140625,92160,198,0,0
0,rank0,16,rx_output,3,1.022,0.344,88.181,98.3909912109375,30720,0,0,0
0,rank0,16,start_gate,1,21.713,21.713,1.788,23.5009765625,0,0,0,0
0,rank0,16,pack_tx_data_submit,18,0.37,0.021,24.524,44.26898193359375,101376,0,0,0
0,rank0,16,pack_first_tx_ready,1,2.134,2.134,23.709,25.842987060546875,292,0,0,0
0,rank0,16,pack_mte3_exposed_wait,18,0.036,0.004,25.422,44.7550048828125,101376,0,0,0
0,rank0,17,kernel_total,1,72.197,72.197,24.344,96.54098510742188,0,0,0,0
0,rank0,17,pack_total,1,23.264,23.264,24.438,47.701995849609375,0,0,0,0
0,rank0,17,pack_input_wait,19,0.427,0.023,24.743,45.864990234375,194560,0,0,0
0,rank0,17,pack_quantize,19,5.846,0.35,24.837,46.27099609375,97280,209,0,0
0,rank0,17,pack_tx_publish,19,3.426,0.24,26.256,47.391998291015625,0,19,19,1216
0,rank0,17,receive_total,1,48.443,48.443,47.914,96.35699462890625,0,0,0,0
0,rank0,17,rx_flag_poll_wait,3,34.44,32.006,48.301,91.8280029296875,21,80,62,880
0,rank0,17,rx_unpack_wait,18,3.684,0.419,80.594,95.0889892578125,95040,0,0,0
0,rank0,17,rx_unpack_dequant_clear,21,1.779,0.172,81.027,95.468994140625,92160,198,0,0
0,rank0,17,rx_output,3,1.027,0.346,84.298,95.89199829101562,30720,0,0,0
0,rank0,17,start_gate,1,23.653,23.653,0.589,24.24200439453125,0,0,0,0
0,rank0,17,pack_tx_data_submit,19,0.39,0.021,25.279,46.41900634765625,107008,0,0,0
0,rank0,17,pack_first_tx_ready,1,2.143,2.143,24.451,26.593994140625,310,0,0,0
0,rank0,17,pack_mte3_exposed_wait,19,0.033,0.003,26.174,47.037994384765625,107008,0,0,0
0,rank0,18,kernel_total,1,76.071,76.071,23.403,99.4739990234375,0,0,0,0
0,rank0,18,pack_total,1,22.152,22.152,23.498,45.649993896484375,0,0,0,0
0,rank0,18,pack_input_wait,18,0.401,0.023,23.804,43.738983154296875,184320,0,0,0
0,rank0,18,pack_quantize,18,5.527,0.344,23.898,44.178985595703125,92160,198,0,0
0,rank0,18,pack_tx_publish,18,3.28,0.238,25.307,45.2919921875,0,18,18,1152
0,rank0,18,receive_total,1,53.428,53.428,45.873,99.30099487304688,0,0,0,0
0,rank0,18,rx_flag_poll_wait,3,40.016,27.708,46.306,94.71099853515625,32,90,72,990
0,rank0,18,rx_unpack_wait,18,3.127,0.385,74.299,98.031982421875,95040,0,0,0
0,rank0,18,rx_unpack_dequant_clear,21,1.763,0.159,74.851,98.41299438476562,92160,198,0,0
0,rank0,18,rx_output,3,1.002,0.336,77.794,98.83200073242188,30720,0,0,0
0,rank0,18,start_gate,1,20.931,20.931,2.371,23.302001953125,0,0,0,0
0,rank0,18,pack_tx_data_submit,18,0.368,0.021,24.334,44.3280029296875,101376,0,0,0
0,rank0,18,pack_first_tx_ready,1,2.148,2.148,23.51,25.657989501953125,329,0,0,0
0,rank0,18,pack_mte3_exposed_wait,18,0.031,0.003,25.221,44.938995361328125,101376,0,0,0
0,rank0,19,kernel_total,1,76.324,76.324,23.427,99.7509765625,0,0,0,0
0,rank0,19,pack_total,1,22.0,22.0,23.521,45.52099609375,0,0,0,0
0,rank0,19,pack_input_wait,18,0.404,0.023,23.827,43.720001220703125,184320,0,0,0
0,rank0,19,pack_quantize,18,5.703,0.356,23.926,44.121002197265625,92160,198,0,0
0,rank0,19,pack_tx_publish,18,3.079,0.227,25.352,45.2139892578125,0,18,18,1152
0,rank0,19,receive_total,1,53.854,53.854,45.718,99.57199096679688,0,0,0,0
0,rank0,19,rx_flag_poll_wait,3,40.411,36.154,46.113,95.11199951171875,33,92,74,1012
0,rank0,19,rx_unpack_wait,18,3.282,0.335,82.551,98.41799926757812,95040,0,0,0
0,rank0,19,rx_unpack_dequant_clear,21,1.764,0.163,83.054,98.79898071289062,92160,198,0,0
0,rank0,19,rx_output,3,1.022,0.342,86.124,99.2239990234375,30720,2,2,0
0,rank0,19,start_gate,1,20.694,20.694,2.631,23.324981689453125,0,0,0,0
0,rank0,19,pack_tx_data_submit,18,0.367,0.021,24.374,44.27899169921875,101376,0,0,0
0,rank0,19,pack_first_tx_ready,1,2.169,2.169,23.534,25.7030029296875,347,0,0,0
0,rank0,19,pack_mte3_exposed_wait,18,0.036,0.003,25.27,44.873992919921875,101376,0,0,0
0,rank0,20,kernel_total,1,84.711,84.711,24.47,109.18099975585938,0,0,0,0
0,rank0,20,pack_total,1,23.217,23.217,24.565,47.781982421875,0,0,0,0
0,rank0,20,pack_input_wait,19,0.432,0.023,24.871,45.959991455078125,194560,0,0,0
0,rank0,20,pack_quantize,19,5.804,0.33,24.97,46.364990234375,97280,209,0,0
0,rank0,20,pack_tx_publish,19,3.462,0.242,26.36,47.472991943359375,0,19,19,1216
0,rank0,20,receive_total,1,60.998,60.998,47.999,108.99697875976562,0,0,0,0
0,rank0,20,rx_flag_poll_wait,4,43.421,38.562,48.38,104.73800659179688,35,100,76,1100
0,rank0,20,rx_unpack_wait,24,4.095,0.352,87.224,107.79598999023438,126720,0,0,0
0,rank0,20,rx_unpack_dequant_clear,28,2.34,0.177,87.715,108.17599487304688,122880,264,0,0
0,rank0,20,rx_output,4,1.373,0.35,90.832,108.60098266601562,40960,2,2,0
0,rank0,20,start_gate,1,21.693,21.693,2.676,24.368988037109375,0,0,0,0
0,rank0,20,pack_tx_data_submit,19,0.389,0.021,25.392,46.510986328125,107008,0,0,0
0,rank0,20,pack_first_tx_ready,1,2.135,2.135,24.578,26.712982177734375,365,0,0,0
0,rank0,20,pack_mte3_exposed_wait,19,0.034,0.003,26.277,47.02398681640625,107008,0,0,0
0,rank0,21,kernel_total,1,70.192,70.192,24.687,94.87899780273438,0,0,0,0
